Symbol	log2FoldChange	foldChange	pvalue	padj	qvalue
SLC25A22	0.0313675381	1.0219804072	0.3150391609	0.5819882318	0.3739825722
CLIC1	0.0542189789	1.0382968561	0.3157009416	0.5829081216	0.3745736885
TPD52L2	-0.0230945535	0.9841195212	0.3161289403	0.5833956273	0.3748869571
PRPF19	-0.0337298037	0.9768914697	0.3163206063	0.5834467171	0.3749197871
ESYT2	-0.0279098287	0.9808403065	0.316593129	0.583646815	0.375048369
AP2M1	0.0208855302	1.014582042	0.3169331972	0.5838073315	0.3751515161
TAX1BP1	-0.0176520415	0.9878390861	0.3170490027	0.5838073315	0.3751515161
ATL2	-0.0430421469	0.9706061141	0.3171724485	0.5838073315	0.3751515161
CAMSAP2	0.0211464439	1.0147655473	0.3179140458	0.5848076946	0.3757943441
WDR61	0.0308124683	1.021587281	0.3180446569	0.5848076946	0.3757943441
EIF3G	-0.0193960625	0.9866456453	0.3187300411	0.5852722572	0.3760928696
CKAP4	-0.0366220425	0.9749350111	0.3189377346	0.5852722572	0.3760928696
PGRMC1	0.0623490675	1.0441645378	0.3191463327	0.5852722572	0.3760928696
RANBP1	-0.0756115182	0.9489398066	0.3193582808	0.5852722572	0.3760928696
USP54	0.0844943854	1.0603160722	0.3196296384	0.5852722572	0.3760928696
TUBA4A	0.0297310501	1.0208218045	0.3197699518	0.5852722572	0.3760928696
SYMPK	-0.0600236781	0.9592483756	0.3197706133	0.5852722572	0.3760928696
XRCC5	-0.026772695	0.9816137106	0.3198180622	0.5852722572	0.3760928696
UBR3	0.0220983397	1.0154353146	0.3198955837	0.5852722572	0.3760928696
FUS	-0.0316698141	0.978287346	0.3200287527	0.5852722572	0.3760928696
GRM3	0.0378941327	1.0266142083	0.3201067489	0.5852722572	0.3760928696
RFTN2	0.0516727401	1.0364659631	0.3208720291	0.5863701486	0.3767983689
CD59	-0.0351968824	0.9758985723	0.3210836563	0.5864556721	0.3768533258
TBCC	-0.0290511592	0.9800646608	0.322539967	0.5888133415	0.3783683518
HIST4H4	0.0301664243	1.0211299129	0.3230685621	0.5892121167	0.3786246026
VBP1	0.0195801003	1.0136644075	0.323192697	0.5892121167	0.3786246026
KCNIP4	-0.0420230581	0.9712919716	0.3233342068	0.5892121167	0.3786246026
GNA11	0.033775828	1.0236878232	0.3234208161	0.5892121167	0.3786246026
CAMSAP1	0.024204565	1.0169188557	0.3236650318	0.5893552626	0.3787165874
MICU3	-0.0448446872	0.9693941711	0.3239109483	0.5895013575	0.3788104672
FLII	0.0208315605	1.0145440883	0.3243453879	0.5899902301	0.3791246142
HMGN5	0.0219556824	1.0153349107	0.3248744495	0.5901238433	0.3792104733
COPG1	-0.0225765749	0.9844729184	0.3248757955	0.5901238433	0.3792104733
RBM39	-0.0404796706	0.9723316106	0.3249890333	0.5901238433	0.3792104733
PDE4B	-0.0415529032	0.9716085542	0.3250822745	0.5901238433	0.3792104733
REPS2	0.0305896243	1.021429495	0.3253308391	0.5902739038	0.3793069014
RPL23A	-0.0244359273	0.9832049422	0.3256732103	0.5905939257	0.3795125457
RNF13	-0.0444486849	0.9696602946	0.3259185558	0.5907377593	0.3796049725
ARHGAP5	0.0337299257	1.023655253	0.3262740905	0.5910810661	0.3798255796
VPS4A	-0.0154260703	0.9893644248	0.326946218	0.591573025	0.3801417098
CHMP2B	0.0311326105	1.0218140021	0.3271914049	0.591573025	0.3801417098
PRKCD	0.081363707	1.0580176589	0.327234014	0.591573025	0.3801417098
WDR37	0.0462047895	1.0325450941	0.3273379951	0.591573025	0.3801417098
HECTD1	0.0217086576	1.0151610753	0.3273769776	0.591573025	0.3801417098
GRB2	0.0241595329	1.0168871142	0.3276839047	0.5918270725	0.3803049594
PSMD5	-0.0317054803	0.9782631611	0.3278746819	0.5918509877	0.3803203272
RP2	0.0271519438	1.0189985113	0.3280298335	0.5918509877	0.3803203272
HDGF	-0.0301712499	0.979304046	0.3284718374	0.5923480981	0.3806397677
PTPLAD1	0.0247214485	1.0172832589	0.328666193	0.5923983357	0.3806720502
ERLIN1	0.1452219729	1.105900794	0.3289220126	0.592559251	0.3807754534
FAM91A1	0.0380133843	1.0266990707	0.3294792332	0.5931787516	0.3811735413
KTN1	-0.0261437366	0.982041749	0.3298048371	0.5931787516	0.3811735413
PPAP2B	-0.0588128229	0.9600538116	0.3299132882	0.5931787516	0.3811735413
FAM114A2	0.0406707521	1.0285919387	0.329932757	0.5931787516	0.3811735413
RPA2	0.035672569	1.0250345718	0.3305065705	0.5935108966	0.3813869759
FXR1	-0.0287097764	0.9802965995	0.3307468316	0.5935108966	0.3813869759
PIK3C3	-0.0208668332	0.9856403114	0.3307560576	0.5935108966	0.3813869759
GAD2	-0.049021894	0.9665914282	0.3307847408	0.5935108966	0.3813869759
LRRFIP2	-0.0239085269	0.9835644343	0.3316576829	0.5945325309	0.3820434727
MDH1	-0.0251016931	0.9827513237	0.3316883288	0.5945325309	0.3820434727
SOD1	0.0399187276	1.0280559108	0.3319410742	0.5946859728	0.3821420737
DNM3	-0.0199385153	0.9862747366	0.3332958982	0.5967671764	0.3834794442
STX8	-0.0265084685	0.9817935076	0.3335390754	0.5967671764	0.3834794442
PTBP2	-0.025871136	0.9822273255	0.3336229047	0.5967671764	0.3834794442
NUP133	0.026893721	1.0188161407	0.3337736597	0.5967671764	0.3834794442
SHOC2	0.0217772783	1.0152093619	0.3347450567	0.5982033711	0.3844023353
SORD	0.0477733387	1.0336683243	0.335202715	0.5987205121	0.3847346474
PLEKHA6	-0.0416853384	0.9715193674	0.3354727286	0.5989021417	0.3848513616
PRMT1	0.024969754	1.0174583609	0.3368135653	0.600575451	0.3859266213
PSMB2	0.0330212086	1.0231525106	0.3369074109	0.600575451	0.3859266213
LSM6	-0.0229838535	0.984195037	0.3369164137	0.600575451	0.3859266213
TRIM2	0.0160507985	1.011187685	0.3372254922	0.6008229883	0.3860856875
CUL1	-0.0221604502	0.9847569165	0.3373930103	0.6008229883	0.3860856875
SCCPDH	0.0288434639	1.0201939596	0.3378107078	0.6010889925	0.3862566204
PSD3	0.0336948214	1.0236303452	0.3378802656	0.6010889925	0.3862566204
ADRBK1	-0.0317939591	0.9782031672	0.3385363577	0.601535429	0.3865434982
PCCB	0.0452197657	1.0318403476	0.3386296157	0.601535429	0.3865434982
EXOC2	0.0187605075	1.0130887099	0.3389053173	0.601535429	0.3865434982
CNBP	0.0741472909	1.0527386278	0.3389456139	0.601535429	0.3865434982
JPH1	0.0435915658	1.0306764878	0.3389765416	0.601535429	0.3865434982
TECPR1	0.0385922661	1.0271111166	0.3400734876	0.6030308149	0.3875044253
CRTC1	0.0400581779	1.028155287	0.3401581915	0.6030308149	0.3875044253
ARCN1	0.0236560418	1.0165322892	0.3405176175	0.6031049154	0.3875520418
RAB33B	0.032788408	1.0229874229	0.3405390037	0.6031049154	0.3875520418
PLCG1	0.02365883	1.0165342538	0.3409799135	0.603243774	0.3876412716
GANAB	-0.0301406401	0.9793248241	0.341004979	0.603243774	0.3876412716
NACAD	-0.0321759686	0.9779441843	0.3411260464	0.603243774	0.3876412716
COA5	-0.043850479	0.9700624425	0.341730629	0.6040127064	0.3881353836
NCAM1	0.016138231	1.0112489684	0.342025793	0.604234246	0.3882777437
ITPR1	-0.0226404799	0.9844293116	0.3427149844	0.60483044	0.3886608548
TANC2	-0.036431409	0.9750638447	0.3427661141	0.60483044	0.3886608548
NSFL1C	0.0276801206	1.0193716393	0.342954677	0.60483044	0.3886608548
PRRT2	0.0315768553	1.0221286947	0.3431652944	0.60483044	0.3886608548
IMPAD1	-0.0468568395	0.9680430823	0.343213226	0.60483044	0.3886608548
VPS37A	-0.0356772039	0.975573717	0.343419501	0.6048943488	0.3887019223
KRT8	-0.1760608014	0.8851164612	0.343928227	0.6054906639	0.3890851112
UBA3	-0.0175168675	0.9879316465	0.3447221113	0.6065881663	0.3897903605
AP2B1	0.0197850448	1.0138084155	0.3449225731	0.6066408873	0.3898242387
CYB5R1	0.0244082868	1.0170624642	0.3451396588	0.6067227796	0.3898768623
HMOX2	-0.0386275195	0.9735807045	0.3461332093	0.607692524	0.390500015
CPT1A	-0.0593617569	0.9596885882	0.3462710706	0.607692524	0.390500015
SWAP70	-0.0364784185	0.9750320732	0.3463738775	0.607692524	0.390500015
FHL2	-0.0938645085	0.9370094425	0.3464782209	0.607692524	0.390500015
PRKCB	-0.0308276658	0.9788585709	0.346545287	0.607692524	0.390500015
PLCL2	-0.0231891188	0.9840550166	0.3482074193	0.6103064028	0.3921796797
PLEKHA1	0.0235494789	1.0164572071	0.3484312343	0.6103979969	0.3922385376
FER	0.0388957041	1.0273271688	0.3486468187	0.6104188195	0.3922519181
GCLC	0.0190576624	1.0132973994	0.3487862451	0.6104188195	0.3922519181
DCTN4	0.0190367121	1.0132826847	0.3490810158	0.6106343433	0.3923904125
VWA8	0.0699353723	1.049669661	0.3494173076	0.6109222509	0.3925754205
PLXNB1	0.0387234649	1.0272045264	0.3498965595	0.6114597046	0.3929207854
FH	-0.0234988928	0.983843744	0.3500959479	0.611507797	0.3929516893
SESN1	0.0563880908	1.0398591239	0.3504510005	0.6118276053	0.3931571964
PPA2	-0.028875917	0.9801837151	0.3506887898	0.6119424788	0.3932310135
LTN1	0.0316177113	1.022157641	0.3512290733	0.612584825	0.3936437818
KDSR	0.0305890243	1.0214290702	0.3516919364	0.6128570778	0.39381873
PFDN5	-0.0262128476	0.9819947063	0.3517995757	0.6128570778	0.39381873
AKAP9	0.0226314716	1.0158106267	0.3521779843	0.6128570778	0.39381873
ESYT1	-0.0259039374	0.9822049937	0.3522382315	0.6128570778	0.39381873
FARP1	0.0301118322	1.0210912737	0.3522678713	0.6128570778	0.39381873
ARPC5L	0.0183316128	1.0127875764	0.3524186569	0.6128570778	0.39381873
PAFAH1B2	0.0411970624	1.0289672483	0.3538002095	0.6149590354	0.3951694369
CLYBL	-0.1343663133	0.9110699224	0.3539878788	0.6149848012	0.3951859939
PRPSAP1	0.0236917149	1.016557425	0.3542048182	0.6150613681	0.3952351954
AKR7A2	0.0292936744	1.0205123732	0.3543982529	0.6150970653	0.3952581342
PITPNB	0.017382426	1.0121214561	0.3546203038	0.6151823701	0.3953129506
HNRNPL	-0.0202889217	0.9860352162	0.3552577174	0.6156457961	0.3956107458
PRKACA	0.0499590138	1.0352355129	0.3554094913	0.6156457961	0.3956107458
KIF3A	-0.0212324761	0.9853905382	0.3555709943	0.6156457961	0.3956107458
RPS12	-0.0254950674	0.982483397	0.3555795703	0.6156457961	0.3956107458
THTPA	-0.037392827	0.9744142745	0.3558030917	0.6157331713	0.3956668926
TXNDC9	-0.0302936423	0.9792209693	0.3568076358	0.6171713992	0.3965910902
TRAPPC12	-0.020850097	0.9856517456	0.3571542733	0.617470799	0.396783483
A2M	0.0758614843	1.053990223	0.3575987567	0.6174875007	0.3967942154
UBE2H	0.0344880699	1.0241933308	0.3577377099	0.6174875007	0.3967942154
RNF123	0.0192268715	1.0134162528	0.3578134035	0.6174875007	0.3967942154
USP47	0.0306314378	1.0214590994	0.3578851339	0.6174875007	0.3967942154
ASPA	0.0401433553	1.0282159916	0.358031679	0.6174875007	0.3967942154
RPS7	-0.0331799193	0.9772638837	0.3584178543	0.6178540337	0.3970297476
DHX9	0.0213268417	1.0148924438	0.3592789797	0.619038552	0.3977909128
MRVI1	-0.0567505639	0.9614271409	0.36011339	0.6193373428	0.3979829142
MTA1	-0.0213218327	0.9853295076	0.360160481	0.6193373428	0.3979829142
PPT1	-0.0296723158	0.9796427819	0.3603402059	0.6193373428	0.3979829142
PACS1	0.0186093816	1.0129825919	0.3604797038	0.6193373428	0.3979829142
COPS2	0.012910153	1.0089887949	0.3604821303	0.6193373428	0.3979829142
EIF4A2	-0.0208870039	0.985626531	0.3604968063	0.6193373428	0.3979829142
RAB3IP	-0.0411607215	0.9718727118	0.3608589505	0.619602895	0.3981535566
KALRN	-0.0322845724	0.9778705689	0.3609996631	0.619602895	0.3981535566
ANKMY2	0.0328997548	1.0230663798	0.3614999989	0.620162486	0.3985131469
PRKAA1	0.0176272559	1.0122932309	0.3618395561	0.6204458509	0.3986952357
CRYL1	0.0299837292	1.0210006108	0.3622881859	0.620627747	0.3988121211
CLPP	0.054049253	1.0381747128	0.3622944999	0.620627747	0.3988121211
AP3S2	0.02642803	1.0184873277	0.3628216412	0.6206987082	0.3988577204
MAGI2	-0.0237199689	0.9836929931	0.3628563022	0.6206987082	0.3988577204
ADCK3	-0.0279954603	0.9807820902	0.3628592785	0.6206987082	0.3988577204
OSBPL2	0.0251774655	1.0176048597	0.3634594416	0.6214265704	0.3993254409
LARP1	0.0240277557	1.016794235	0.3636422194	0.6214404498	0.3993343597
BAI3	0.0254663903	1.0178086732	0.3651546564	0.6237255244	0.4008027366
MARCKS	0.0385422773	1.0270755283	0.3659391935	0.6247352971	0.4014516112
NIT1	0.0351224644	1.0246437971	0.3660969912	0.6247352971	0.4014516112
GRIA4	-0.02334846	0.9839463368	0.3664323765	0.6248905847	0.4015513982
GDPD1	-0.0324739281	0.9777422305	0.3665392497	0.6248905847	0.4015513982
MAP7	0.0323043211	1.0226442237	0.3668536903	0.6251271217	0.4017033956
GNG5	-0.0428816758	0.9707140807	0.3671973955	0.6254132758	0.4018872768
POLR2B	-0.0306568321	0.9789744873	0.3678013572	0.6261422148	0.4023556891
GLB1	0.0359199276	1.0252103351	0.3681116214	0.6263707073	0.4025025172
MSRB2	0.0363981314	1.0255502134	0.3687306543	0.6263739656	0.4025046109
JAKMIP3	0.0329846542	1.0231265868	0.368757365	0.6263739656	0.4025046109
CBR1	0.0425518177	1.0299339484	0.368781937	0.6263739656	0.4025046109
MTPN	-0.0806758983	0.9456145254	0.3688177228	0.6263739656	0.4025046109
MOG	-0.0332047025	0.977247096	0.3693502922	0.6269791697	0.4028935119
MINOS1	-0.0437241175	0.9701474112	0.3701904904	0.6280490556	0.4035810149
RAB1A	-0.0349434642	0.9760700099	0.3703988188	0.6280490556	0.4035810149
PARP1	0.0215816495	1.0150717093	0.370510109	0.6280490556	0.4035810149
ARHGEF6	-0.0284193944	0.980493931	0.370983734	0.6283030235	0.4037442134
ACBD5	-0.0408787224	0.9720626993	0.371013112	0.6283030235	0.4037442134
MYRIP	0.0554582702	1.039189148	0.3714718196	0.6285563538	0.4039070021
HOOK1	0.0415699987	1.0292332704	0.3715160236	0.6285563538	0.4039070021
HMGCL	-0.0514286203	0.9649802896	0.3717043982	0.6285761639	0.403919732
RRAS2	0.0278041132	1.0194592531	0.3733196199	0.6310076995	0.4054822239
PPP2CA	0.0346668212	1.0243202372	0.3738893519	0.6316706144	0.4059082096
CLTC	0.0181614448	1.0126681236	0.3749935673	0.6332354592	0.4069137706
CRKL	0.0338002133	1.0237051263	0.3752196304	0.6333166247	0.4069659271
PDZD8	-0.0275548771	0.981081656	0.3760480458	0.6344139152	0.4076710402
RPL15	0.0399844571	1.0281027503	0.3768319353	0.6351809535	0.4081639349
DDX21	-0.0280925593	0.980716082	0.3769292389	0.6351809535	0.4081639349
BLMH	0.0200088603	1.0139657071	0.3771217635	0.6351809535	0.4081639349
PPM1A	0.0187950535	1.013112969	0.3772167944	0.6351809535	0.4081639349
DAG1	-0.0298709044	0.9795079423	0.377471951	0.6353099345	0.4082468175
FSCN1	0.0389617735	1.0273742171	0.3784283731	0.6366185114	0.4090877021
NIT2	0.0447401815	1.0314973977	0.3788798846	0.637076857	0.4093822326
RSU1	0.0260447968	1.0182168157	0.3792073583	0.6373263017	0.4095425244
QARS	-0.0467041802	0.9681455216	0.3797362192	0.6377579914	0.4098199259
NWD2	-0.0415808404	0.9715897396	0.3798227048	0.6377579914	0.4098199259
NARS	-0.0228016856	0.9843193183	0.3800379313	0.6378183771	0.4098587295
SEPT11	-0.0186092052	0.9871839164	0.3805263581	0.6380420723	0.4100024749
CRABP1	0.0894828322	1.0639887024	0.38052987	0.6380420723	0.4100024749
PDZD2	0.0623659815	1.0441767796	0.3809700722	0.6384792825	0.4102834238
MSI2	-0.0260941906	0.9820754755	0.3813500334	0.638542442	0.4103240098
LMNB1	0.0242638573	1.0169606502	0.3815123487	0.638542442	0.4103240098
CYP4X1	0.0345207848	1.0242165559	0.381581954	0.638542442	0.4103240098
NEFM	-0.0646060835	0.9562063665	0.3817256251	0.638542442	0.4103240098
SUN2	0.0596368796	1.0422034095	0.3821868137	0.6388187048	0.4105015348
MAP3K7	0.0499338177	1.0352174331	0.3822498658	0.6388187048	0.4105015348
ENPP4	0.0324861808	1.0227731419	0.3825750858	0.6390620447	0.4106579038
GSR	-0.0176081545	0.9878691368	0.3828064463	0.6391484448	0.410713424
RNASE1	-0.0890357245	0.9401509219	0.3840618852	0.6409438027	0.4118671115
C2CD2	-0.0246153104	0.9830826992	0.3842763119	0.6410009929	0.4119038616
GIT1	0.0194338054	1.0135616232	0.3847996068	0.6415731026	0.4122714963
SEC14L2	0.0267021238	1.0186808458	0.3855385869	0.6425041182	0.412869762
TECPR2	0.02313353	1.0161641907	0.3858278784	0.6425828099	0.4129203289
PEX11B	0.0353087191	1.0247760891	0.3860688738	0.6425828099	0.4129203289
CANX	0.0186686795	1.0130242285	0.3863744876	0.6425828099	0.4129203289
TIMM44	-0.0497666522	0.9660925763	0.3865348929	0.6425828099	0.4129203289
VPS13A	0.0211283565	1.0147528251	0.3866188228	0.6425828099	0.4129203289
OSBPL1A	-0.0172405993	0.9881208481	0.3866694199	0.6425828099	0.4129203289
STAT1	-0.0619614172	0.9579608371	0.3877314452	0.6440469104	0.4138611522
ARMCX3	-0.0182176685	0.9874518671	0.387986711	0.6441701903	0.4139403712
ALAD	0.0414771622	1.0291670421	0.3883159606	0.6444161324	0.4140984123
CDC5L	0.0410310595	1.0288488576	0.3886299388	0.6446365138	0.4142400282
LPHN1	-0.0209079859	0.9856121966	0.3889321478	0.6447508051	0.4143134712
EIF3A	-0.0197957432	0.9863723453	0.3890612644	0.6447508051	0.4143134712
MARCH5	-0.0236970334	0.9837086316	0.3895317512	0.6452299678	0.4146213787
LARS	-0.0282700418	0.9805954402	0.3902726762	0.6461564365	0.4152167225
SLC6A15	0.0461210576	1.0324851684	0.3905746787	0.6463556776	0.4153447538
PADI2	-0.0470545088	0.967910456	0.3908865115	0.646570994	0.415483115
MTCH2	-0.0379481177	0.9740392964	0.3911948998	0.6466430004	0.415529386
PLG	0.1078118236	1.0775925812	0.3912935301	0.6466430004	0.415529386
TRIM9	0.027458275	1.0192149009	0.3919623572	0.6474475705	0.4160463985
SCIN	0.1068279189	1.0768579236	0.3923577509	0.6477999432	0.4162728313
MYO1C	-0.0257673819	0.9822979668	0.3927858433	0.648205951	0.4165337298
COPA	-0.012760194	0.9911943067	0.3931011241	0.6484254982	0.4166748096
GLUL	-0.0523742423	0.9643479954	0.3934282026	0.6486642932	0.4168282581
CRAT	0.027929008	1.019547512	0.3944747322	0.6500885118	0.4177434534
PSIP1	-0.0254353402	0.9825240724	0.3947703739	0.6502689098	0.4178593762
PRPS1	0.0214281053	1.0149636822	0.3949577239	0.6502689098	0.4178593762
C12orf5	-0.0273066455	0.9812504764	0.3951811682	0.6502689098	0.4178593762
LPCAT2	0.0568223592	1.040172181	0.3953152479	0.6502689098	0.4178593762
LMAN2L	0.0536410003	1.0378809725	0.3967606331	0.6523448857	0.4191933874
RAP1B	0.0217310109	1.0151768045	0.3971744571	0.6527026125	0.4194232607
PSMA5	0.0175816083	1.0122612019	0.397345098	0.6527026125	0.4194232607
HERC1	0.0238239645	1.0166506155	0.3975434473	0.6527270815	0.4194389844
TTC19	-0.0562274169	0.9617758348	0.3989267718	0.6546962426	0.420704357
RBM14	-0.0227830019	0.9843320659	0.399160425	0.654777682	0.4207566895
IGSF8	0.0229048022	1.0160030987	0.4003458959	0.655907843	0.421482925
HNRNPA0	0.0338154338	1.0237159265	0.4003924977	0.655907843	0.421482925
MYL6B	-0.0206338675	0.9857994851	0.4004410892	0.655907843	0.421482925
DGUOK	0.0398752333	1.0280249175	0.4010786351	0.655907843	0.421482925
EPB41	0.0266312998	1.0186308385	0.4011693166	0.655907843	0.421482925
FAM213A	0.0229620653	1.0160434265	0.4012236659	0.655907843	0.421482925
EPDR1	-0.0399764249	0.9726708417	0.4013410441	0.655907843	0.421482925
TBC1D7	0.0484103836	1.0341248577	0.4014527313	0.655907843	0.421482925
PPIL1	-0.0472375278	0.9677876755	0.401508511	0.655907843	0.421482925
CALR	0.018130163	1.0126461663	0.4020766519	0.6565345239	0.4218856268
HEBP1	0.0585945227	1.0414506825	0.4023411048	0.6565422803	0.421890611
ACSF3	-0.0714756714	0.9516640833	0.4024504534	0.6565422803	0.421890611
VPS4B	0.0160540202	1.0111899431	0.4030552975	0.6572276575	0.4223310308
TUBB8	-0.0557933846	0.9620652268	0.4035919854	0.6576836557	0.4226240529
ADPRHL1	0.0666470571	1.0472798878	0.4037046386	0.6576836557	0.4226240529
SERINC3	-0.0665304641	0.9549317532	0.4041614389	0.6579400272	0.4227887959
RHEB	-0.0217240008	0.9850548738	0.4042318436	0.6579400272	0.4227887959
TOMM34	-0.0388825155	0.9734086396	0.4049355563	0.6587840463	0.4233311581
SVIP	-0.0540053259	0.963258338	0.4055250892	0.6590562675	0.423506086
MAPKAP1	0.0270715186	1.0189417072	0.4056323184	0.6590562675	0.423506086
SMC1A	0.0276151568	1.0193257386	0.4058272634	0.6590562675	0.423506086
ITGB8	0.0376365123	1.0264309034	0.4060197414	0.6590562675	0.423506086
SNF8	-0.0240720091	0.9834529858	0.406029044	0.6590562675	0.423506086
UHRF1BP1L	-0.0182855799	0.9874053863	0.4072031279	0.6606606151	0.4245370313
ROCK2	-0.0152651202	0.9894748066	0.4074232844	0.6607165204	0.4245729558
SNTA1	-0.0256795902	0.982357744	0.407775681	0.6609867304	0.4247465913
TSPAN8	0.1449373521	1.1056826389	0.4080439492	0.6610078151	0.4247601402
PRRC2A	-0.0292299567	0.979943206	0.4081602501	0.6610078151	0.4247601402
ERC1	-0.041450397	0.9716775912	0.4085460694	0.6610911574	0.4248136955
SEC23IP	0.0860949524	1.0614930699	0.4086073912	0.6610911574	0.4248136955
COL4A2	0.0640403812	1.0453893604	0.4088439249	0.6610911574	0.4248136955
CDK16	0.0361694733	1.025387683	0.408954929	0.6610911574	0.4248136955
TRNT1	0.0380937239	1.0267562462	0.4094586381	0.6616048294	0.4251437784
THY1	-0.0314589105	0.9784303695	0.4105082297	0.6629996738	0.4260400981
VPS8	0.0284790249	1.0199362811	0.4114094428	0.6639256898	0.4266351511
GSPT1	0.0204548452	1.0142792059	0.4114547909	0.6639256898	0.4266351511
CTSD	-0.0309787885	0.9787560406	0.4123098079	0.664851772	0.4272302466
SEC24C	0.0199706635	1.0139388617	0.4125400763	0.664851772	0.4272302466
ACBD7	-0.1022384236	0.9315864602	0.4127136197	0.664851772	0.4272302466
SGTB	-0.0311792354	0.9786200625	0.4129619378	0.664851772	0.4272302466
HOMER2	-0.0325022183	0.9777230579	0.4130303836	0.664851772	0.4272302466
LAMA2	-0.0324892379	0.9777318548	0.4131527868	0.664851772	0.4272302466
ANP32B	-0.0325296984	0.9777044346	0.4133367396	0.664851772	0.4272302466
PHGDH	0.0230032485	1.0160724309	0.414550569	0.6665029031	0.4282912548
SPTLC2	-0.0321317283	0.9779741734	0.4149062646	0.6667734821	0.4284651274
ADRBK2	-0.0441354692	0.9698708351	0.4158152839	0.6679326321	0.4292099911
ARMC8	-0.0217060981	0.9850670976	0.4162368667	0.6683081099	0.4294512712
KCTD4	0.0673037002	1.047756666	0.4166546325	0.6686771233	0.4296883972
EXOC6B	0.0163860591	1.0114226971	0.4168851877	0.6687454905	0.4297323297
CAMKK1	0.0370886501	1.0260411911	0.4171771755	0.6689122985	0.4298395196
SCN2A	0.025819845	1.0180580629	0.4175561093	0.6692183049	0.4300361577
MYO9A	-0.0234333496	0.9838884421	0.4178322214	0.6693593173	0.4301267715
HIST1H2AH	-0.0284374768	0.9804816417	0.4191651974	0.6709149442	0.4311264092
PARK7	-0.0161939076	0.9888380012	0.4191804162	0.6709149442	0.4311264092
PGP	0.0258584871	1.0180853316	0.4197925519	0.6712827457	0.4313627565
TIMM10	-0.0873385364	0.9412575673	0.4199018947	0.6712827457	0.4313627565
HRSP12	-0.0311053483	0.9786701835	0.4199762203	0.6712827457	0.4313627565
ABLIM1	0.0215227544	1.0150302718	0.4205866486	0.6719565764	0.4317957566
GCSH	-0.02881685	0.9802238468	0.4207937237	0.6719856683	0.4318144508
ECH1	-0.0595659566	0.9595527631	0.421212161	0.6723521169	0.4320499288
SNRPB	-0.0241306143	0.9834130368	0.4223236809	0.6737070848	0.432920624
ZBTB16	-0.0584211594	0.9603144828	0.422527849	0.6737070848	0.432920624
REPS1	0.0273539485	1.0191412004	0.422629065	0.6737070848	0.432920624
SCN2B	-0.0293600443	0.9798548486	0.4231602545	0.6742517624	0.433270631
H2AFX	0.0380596311	1.0267319829	0.4235093072	0.6745058707	0.4334339196
TSC1	0.0204342143	1.0142647016	0.4237917769	0.6746537549	0.4335289492
TTPAL	0.0369806197	1.0259643631	0.4240584645	0.6747763938	0.4336077563
SNX32	0.0546591196	1.0386136704	0.4250343463	0.676026913	0.4344113334
ARRB1	0.0158169827	1.0110238164	0.4253496032	0.6762260448	0.4345392945
VCAN	0.0594871485	1.0420952494	0.4260009845	0.6768173634	0.4349192727
FMR1	-0.0358315458	0.9754693541	0.4261019938	0.6768173634	0.4349192727
CAMSAP3	0.0266110779	1.0186165607	0.4272407611	0.6783233502	0.4358870119
LARS2	0.0395347003	1.0277822917	0.4278979049	0.6790636689	0.4363627367
TBCEL	-0.0208763253	0.9856338265	0.4283548676	0.6794857864	0.4366339872
S100A8	0.2261917904	1.1697431581	0.4291344875	0.6804191205	0.4372337428
NCK2	-0.0193304609	0.9866905106	0.4294788157	0.6806617489	0.4373896545
AIF1L	-0.0373895237	0.9744165056	0.4297121744	0.6807283688	0.4374324642
TRIM46	0.0320551752	1.0224676337	0.4299713271	0.680835773	0.4375014815
EPM2AIP1	0.0332910587	1.023343905	0.4304180116	0.6812398957	0.4377611686
HSDL1	0.0295716825	1.0207090454	0.4308345915	0.6815960322	0.4379900201
LGALS3	-0.0711148944	0.9519020972	0.4317607608	0.6827576832	0.4387364908
HMGCS1	-0.0689753779	0.9533148151	0.4325114233	0.6836408904	0.4393040352
NUP93	-0.0141062508	0.9902699384	0.4331000904	0.684267372	0.4397066089
CLDN11	-0.0675586087	0.9542514583	0.4332955646	0.6842723564	0.4397098119
SEC63	0.0247856691	1.0173285437	0.4339163849	0.6846939613	0.439980733
IGHA1	-0.2857110621	0.820337189	0.4339474094	0.6846939613	0.439980733
RPL3	-0.0207860564	0.9856954993	0.4343409113	0.6847843191	0.4400387965
MAP1LC3B2	-0.0220775557	0.9848135003	0.4343896032	0.6847843191	0.4400387965
MGLL	-0.03514509	0.9759336075	0.43489518	0.6852777017	0.4403558415
CHCHD6	-0.0528199116	0.9640501404	0.4353227383	0.6856477657	0.4405936427
RPL5	-0.0156902406	0.98918328	0.4359518532	0.6863348202	0.4410351403
CDH20	0.0293254962	1.0205348831	0.4362721918	0.6865353642	0.4411640088
OTUD6B	0.0179419618	1.0125140741	0.4367169531	0.6869314408	0.4414185255
COPS5	0.0162885296	1.0113543249	0.4370789883	0.6871971014	0.4415892376
RAB3GAP1	-0.013287363	0.9908321848	0.437438909	0.6872760997	0.4416400015
CNOT1	-0.020245363	0.9860649875	0.4375155609	0.6872760997	0.4416400015
DCTN2	0.0128104813	1.0089190891	0.4384393607	0.688423321	0.4423771999
RAB3A	0.0211485499	1.0147670286	0.4387708854	0.6886399692	0.4425164169
COPS7B	0.0350637556	1.0246021012	0.4393754537	0.6892847726	0.4429307642
